player_id,player_display_name,season,games,overall,round,pick,height,weight,pre_draft_ranking,pre_draft_position_ranking,pre_draft_grade,carries_pg,rushing_yards_pg,rushing_tds_pg,receptions_pg,receiving_yards_pg,receiving_tds_pg,fumble_recovery_own_pg,rushing_fumbles_lost_pg,rushing_fumbles_pg,target_fp_ppr,target_games,college_flag
00-0022054,Visanthe Shiancoe,2005,7,91,3,27,NA,251,NA,NA,NA,0,0,0,1.14285714285714,13,0,0,0,0,1.81,10,0
00-0022054,Visanthe Shiancoe,2006,10,91,3,27,NA,251,NA,NA,NA,0,0,0,1.2,8.1,0,0.1,0,0,5.275,12,0
00-0022054,Visanthe Shiancoe,2007,12,91,3,27,NA,251,NA,NA,NA,0,0,0,2.25,26.9166666666667,0.0833333333333333,0.166666666666667,0,0,8.975,16,0
00-0022054,Visanthe Shiancoe,2008,16,91,3,27,NA,251,NA,NA,NA,0,0,0,2.625,37.25,0.4375,0.0625,0,0,11.1625,16,0
00-0022054,Visanthe Shiancoe,2009,16,91,3,27,NA,251,NA,NA,NA,0,0,0,3.5,35.375,0.6875,0,0,0,7,16,0
00-0022054,Visanthe Shiancoe,2010,16,91,3,27,NA,251,NA,NA,NA,0,0,0,2.9375,33.125,0.125,0,0,0,5.93125,16,0
00-0022054,Visanthe Shiancoe,2011,16,91,3,27,NA,251,NA,NA,NA,0,0,0,2.25,25.5625,0.1875,0,0,0,0,1,0
00-0022054,Visanthe Shiancoe,2012,1,91,3,27,NA,251,NA,NA,NA,0,0,0,0,0,0,0,0,0,2.2,1,0
00-0022060,Aaron Walker,2006,5,161,5,26,NA,252,NA,NA,NA,0,0,0,1,13.6,0,0,0,0,1.1,3,0
00-0022082,Bennie Joppru,2006,3,41,2,9,NA,272,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5,0
00-0022126,L.J. Smith,2004,15,61,2,29,NA,258,NA,NA,NA,0,0,0,2.26666666666667,25.1333333333333,0.333333333333333,0,0,0,9.075,16,0
00-0022126,L.J. Smith,2005,16,61,2,29,NA,258,NA,NA,NA,0,0,0,3.8125,42.625,0.1875,0,0,0,10.2214285714286,14,0
00-0022126,L.J. Smith,2006,14,61,2,29,NA,258,NA,NA,NA,0,0,0,3.57142857142857,43.6428571428571,0.357142857142857,0,0,0,5.51111111111111,9,0
00-0022126,L.J. Smith,2007,9,61,2,29,NA,258,NA,NA,NA,0,0,0,2.44444444444444,26.2222222222222,0.111111111111111,0,0,0,7.06666666666667,12,0
00-0022126,L.J. Smith,2008,12,61,2,29,NA,258,NA,NA,NA,0,0,0,3.08333333333333,24.8333333333333,0.25,0,0,0,1.275,4,0
00-0022127,Jason Witten,2004,16,69,3,5,NA,264,NA,NA,NA,0,0,0,5.4375,61.25,0.375,0,0,0,11.10625,16,0
00-0022127,Jason Witten,2005,16,69,3,5,NA,264,NA,NA,NA,0,0,0,4.125,47.3125,0.375,0,0,0,9.0875,16,0
00-0022127,Jason Witten,2006,16,69,3,5,NA,264,NA,NA,NA,0,0,0,4,47.125,0.0625,0,0,0,15.65625,16,0
00-0022127,Jason Witten,2007,16,69,3,5,NA,264,NA,NA,NA,0,0,0,6,71.5625,0.4375,0.0625,0,0,12.6175,16,0
00-0022127,Jason Witten,2008,16,69,3,5,NA,264,NA,NA,NA,0,0,0,5.0625,59.5,0.25,0,0,0,13.0625,16,0
00-0022127,Jason Witten,2009,16,69,3,5,NA,264,NA,NA,NA,0,0,0,5.875,64.375,0.125,0,0,0,15.5125,16,0
00-0022127,Jason Witten,2010,16,69,3,5,NA,264,NA,NA,NA,0,0,0,5.875,62.625,0.5625,0,0,0,12.7,16,0
00-0022127,Jason Witten,2011,16,69,3,5,NA,264,NA,NA,NA,0,0,0,4.9375,58.875,0.3125,0.0625,0,0,14.49375,16,0
00-0022127,Jason Witten,2012,16,69,3,5,NA,264,NA,NA,NA,0,0,0,6.875,64.9375,0.1875,0,0,0,12.88125,16,0
00-0022127,Jason Witten,2013,16,69,3,5,NA,264,NA,NA,NA,0,0,0,4.5625,53.1875,0.5,0,0,0,10.26875,16,0
00-0022127,Jason Witten,2014,16,69,3,5,NA,264,NA,NA,NA,0,0,0,4,43.9375,0.3125,0,0,0,10.26875,16,0
00-0022127,Jason Witten,2015,16,69,3,5,NA,264,NA,NA,NA,0,0,0,4.8125,44.5625,0.1875,0,0,0,10.1533333333333,15,0
00-0022127,Jason Witten,2016,15,69,3,5,NA,264,NA,NA,NA,0,0,0,4.6,44.8666666666667,0.2,0,0,0,9.3125,16,0
00-0022127,Jason Witten,2019,16,69,3,5,NA,264,NA,NA,NA,0,0,0,3.9375,33.0625,0.25,0,0,0,3.19,10,0
00-0022129,Mike Seidman,2004,13,76,3,12,NA,261,NA,NA,NA,0,0,0,1,9.46153846153846,0.153846153846154,0,0,0,0,2,0
00-0022165,Dallas Clark,2004,12,24,1,24,NA,257,NA,NA,NA,0,0,0,2.08333333333333,35.25,0.416666666666667,0.0833333333333333,0,0,7.84285714285714,14,0
00-0022165,Dallas Clark,2005,14,24,1,24,NA,257,NA,NA,NA,0,0,0,2.64285714285714,34.8571428571429,0.285714285714286,0,0,0,7.55833333333333,12,0
00-0022165,Dallas Clark,2006,12,24,1,24,NA,257,NA,NA,NA,0,0,0,2.5,30.5833333333333,0.333333333333333,0,0,0,12.5666666666667,15,0
00-0022165,Dallas Clark,2007,15,24,1,24,NA,257,NA,NA,NA,0.133333333333333,1.93333333333333,0,3.86666666666667,41.0666666666667,0.733333333333333,0.0666666666666667,0,0,13.0533333333333,15,0
00-0022165,Dallas Clark,2008,15,24,1,24,NA,257,NA,NA,NA,0,0,0,5.13333333333333,56.5333333333333,0.4,0.0666666666666667,0,0,16.98125,16,0
00-0022165,Dallas Clark,2009,16,24,1,24,NA,257,NA,NA,NA,0.125,0.6875,0,6.25,69.125,0.625,0,0,0,14.95,6,0
00-0022165,Dallas Clark,2010,6,24,1,24,NA,257,NA,NA,NA,0,0,0,6.16666666666667,57.8333333333333,0.5,0,0,0,7.92,10,0
00-0022165,Dallas Clark,2011,10,24,1,24,NA,257,NA,NA,NA,0,0,0,3.4,35.2,0.2,0,0,0,7.15625,16,0
00-0022165,Dallas Clark,2012,16,24,1,24,NA,257,NA,NA,NA,0,0,0,2.9375,27.1875,0.25,0,0,0,7.57272727272727,11,0
00-0022215,Tim Euhus,2004,6,109,4,13,77,249,159,10,60,0,0,0,1.83333333333333,16.3333333333333,0.333333333333333,0,0,0,0.94,5,0
00-0022232,Brian Jones,2004,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.857142857142857,12.4285714285714,0.142857142857143,0,0,0,0.9875,8,0
00-0022385,Eric Edwards,2004,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,10.2,0,0,0,0,3.9125,8,0
00-0022447,Brett Pierce,2004,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.7,5,0
00-0022484,J.P. Foschi,2008,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4.2,15,0
00-0022555,Ben Utecht,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,19.6666666666667,0.666666666666667,0,0,0,5.59230769230769,13,0
00-0022555,Ben Utecht,2006,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.84615384615385,29,0,0,0,0,5.49230769230769,13,0
00-0022555,Ben Utecht,2007,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.38461538461538,28,0.0769230769230769,0,0,0,3.5375,8,0
00-0022582,Richard Owens,2004,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,17.25,0,0,0,0,0.316666666666667,12,0
00-0022582,Richard Owens,2005,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.166666666666667,1.5,0,0,0,0,1.83333333333333,9,0
00-0022582,Richard Owens,2006,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.666666666666667,5,0.111111111111111,0.111111111111111,0,0,0.211111111111111,9,0
00-0022704,Courtney Anderson,2004,8,245,7,44,78,269,137,9,64,0,0,0,1.625,21.875,0.125,0,0,0,6.025,12,0
00-0022704,Courtney Anderson,2005,12,245,7,44,78,269,137,9,64,0,0,0,2,25.25,0.25,0,0,0,5.95454545454545,11,0
00-0022704,Courtney Anderson,2006,11,245,7,44,78,269,137,9,64,0,0,0,2.27272727272727,25.9090909090909,0.181818181818182,0.0909090909090909,0,0,0,1,0
00-0022706,Michael Gaines,2004,3,232,7,31,74,275,225,13,49,0,0,0,1.33333333333333,11.3333333333333,0,0,0,0,5.64285714285714,7,0
00-0022706,Michael Gaines,2005,7,232,7,31,74,275,225,13,49,0,0,0,1.71428571428571,22.1428571428571,0.285714285714286,0,0,0,2.69090909090909,11,0
00-0022706,Michael Gaines,2006,11,232,7,31,74,275,225,13,49,0,0,0,1.36363636363636,13.2727272727273,0,0,0,0,3.9,15,0
00-0022706,Michael Gaines,2007,15,232,7,31,74,275,225,13,49,0,0,0,1.66666666666667,14.3333333333333,0.133333333333333,0,0,0,4.25,12,0
00-0022706,Michael Gaines,2008,12,232,7,31,74,275,225,13,49,0,0,0,1.91666666666667,21.6666666666667,0.0833333333333333,0,0,0,2.41428571428571,7,0
00-0022714,Kris Wilson,2004,1,61,2,29,74,248,97,5,73,0,0,0,0,0,0,0,0,0,0.985714285714286,7,0
00-0022714,Kris Wilson,2005,7,61,2,29,74,248,97,5,73,0.142857142857143,0.857142857142857,0,0.428571428571429,4.71428571428571,0,0,0,0,3.85,12,0
00-0022714,Kris Wilson,2006,12,61,2,29,74,248,97,5,73,0,0,0,1.25,11,0.25,0.0833333333333333,0,0,3.33571428571429,14,0
00-0022714,Kris Wilson,2007,14,61,2,29,74,248,97,5,73,0.214285714285714,0.5,0,1.71428571428571,12.8571428571429,0.0714285714285714,0,0,0,0,1,0
00-0022714,Kris Wilson,2008,1,61,2,29,74,248,97,5,73,0,0,0,0,0,0,0,0,0,1.82857142857143,7,0
00-0022714,Kris Wilson,2009,7,61,2,29,74,248,97,5,73,0,0,0,0.571428571428571,4,0.142857142857143,0,0,0,1.02727272727273,11,0
00-0022714,Kris Wilson,2010,11,61,2,29,74,248,97,5,73,0,0,0,0.545454545454545,6.63636363636364,0,0,0,0,0,5,0
00-0022724,Sean McHugh,2005,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1.83333333333333,3,0
00-0022724,Sean McHugh,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,8.33333333333333,0,0,0,0,3.51666666666667,12,0
00-0022724,Sean McHugh,2007,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.41666666666667,21,0,0,0,0,1.8,3,0
00-0022738,Chris Cooley,2004,14,81,3,18,76,262,77,4,78,0,0,0,2.64285714285714,22.4285714285714,0.428571428571429,0,0,0,11.775,16,0
00-0022738,Chris Cooley,2005,16,81,3,18,76,262,77,4,78,0,0,0,4.4375,48.375,0.4375,0,0,0,10.525,16,0
00-0022738,Chris Cooley,2006,16,81,3,18,76,262,77,4,78,0,0,0,3.5625,45.875,0.375,0.0625,0,0,12.1625,16,0
00-0022738,Chris Cooley,2007,16,81,3,18,76,262,77,4,78,0,0,0,4.125,49.125,0.5,0.125,0,0,10.61875,16,0
00-0022738,Chris Cooley,2008,16,81,3,18,76,262,77,4,78,0,0,0,5.1875,53.0625,0.0625,0,0,0,10.6,7,0
00-0022738,Chris Cooley,2009,7,81,3,18,76,262,77,4,78,0,0,0,4.14285714285714,47.4285714285714,0.285714285714286,0.142857142857143,0,0,11.24375,16,0
00-0022738,Chris Cooley,2010,16,81,3,18,76,262,77,4,78,0,0,0,4.8125,53.0625,0.1875,0,0,0,2.96,5,0
00-0022738,Chris Cooley,2011,5,81,3,18,76,262,77,4,78,0.4,0.6,0,1.6,13,0,0,0,0,0.6,3,0
00-0022746,Jeff Dugan,2006,6,220,7,19,76,263,211,12,51,0,0,0,1.33333333333333,6.66666666666667,0.166666666666667,0,0,0,1.14,10,0
00-0022746,Jeff Dugan,2007,10,220,7,19,76,263,211,12,51,0.2,0.7,0,0.7,5.7,0,0,0,0,0.975,4,0
00-0022746,Jeff Dugan,2008,4,220,7,19,76,263,211,12,51,1,1.75,0,0.5,3,0,0,0,0,2.65555555555556,9,0
00-0022746,Jeff Dugan,2009,9,220,7,19,76,263,211,12,51,0.333333333333333,0.777777777777778,0,0.666666666666667,5.77777777777778,0.222222222222222,0,0,0,0.9,8,0
00-0022817,Sean Ryan,2006,7,144,5,12,76,266,181,11,57,0,0,0,0.857142857142857,6.28571428571429,0,0,0,0,3.8,2,0
00-0022817,Sean Ryan,2007,2,144,5,12,76,266,181,11,57,0,0,0,1.5,23,0,0,0,0,1.125,4,0
00-0022817,Sean Ryan,2008,4,144,5,12,76,266,181,11,57,0,0,0,0.75,3.75,0,0,0,0,4.9375,8,0
00-0022847,Ben Hartsock,2004,5,68,3,5,76,263,99,6,71,0,0,0,0.8,6.6,0,0,0,0,1.4,2,0
00-0022847,Ben Hartsock,2005,2,68,3,5,76,263,99,6,71,0,0,0,1,4,0,0,0,0,2.56,5,0
00-0022847,Ben Hartsock,2006,5,68,3,5,76,263,99,6,71,0,0,0,1.2,13.6,0,0,0,0,2.15,12,0
00-0022847,Ben Hartsock,2007,12,68,3,5,76,263,99,6,71,0,0,0,1,11.5,0,0.0833333333333333,0,0,1.4,4,0
00-0022847,Ben Hartsock,2008,4,68,3,5,76,263,99,6,71,0,0,0,0.75,6.5,0,0,0,0,0.9,8,0
00-0022847,Ben Hartsock,2009,8,68,3,5,76,263,99,6,71,0,0,0,0.125,0.25,0.125,0,0,0,0.566666666666667,3,0
00-0022847,Ben Hartsock,2010,3,68,3,5,76,263,99,6,71,0,0,0,0.333333333333333,2.33333333333333,0,0,0,0,0,1,0
00-0022847,Ben Hartsock,2011,1,68,3,5,76,263,99,6,71,0,0,0,0,0,0,1,0,0,0.714285714285714,7,0
00-0022847,Ben Hartsock,2012,7,68,3,5,76,263,99,6,71,0,0,0,0.285714285714286,4.28571428571429,0,0.142857142857143,0,0,0,3,0
00-0022907,Nate Lawrie,2004,1,181,6,16,78,263,NA,29,30,0,0,0,1,15,0,0,0,0,0,1,0
00-0022907,Nate Lawrie,2005,1,181,6,16,78,263,NA,29,30,0,0,0,0,0,0,0,0,0,1.35,2,0
00-0022907,Nate Lawrie,2006,2,181,6,16,78,263,NA,29,30,0,0,0,0.5,8.5,0,0,0,0,0,1,0
00-0022907,Nate Lawrie,2007,1,181,6,16,78,263,NA,29,30,0,0,0,0,0,0,0,0,0,1.55,2,0
00-0022916,Ben Troupe,2004,13,40,2,8,76,262,25,2,91,0,0,0,2.53846153846154,25.3076923076923,0.0769230769230769,0.0769230769230769,0,0,9.42857142857143,14,0
00-0022916,Ben Troupe,2005,14,40,2,8,76,262,25,2,91,0,0,0,3.92857142857143,37.8571428571429,0.285714285714286,0,0,0,4,10,0
00-0022916,Ben Troupe,2006,10,40,2,8,76,262,25,2,91,0,0,0,1.3,15,0.2,0.1,0,0,1.06666666666667,9,0
00-0022922,Kellen Winslow,2006,16,13,1,13,NA,NA,NA,NA,NA,0,0,0,5.5625,54.6875,0.1875,0,0,0,13.9125,16,0
00-0022922,Kellen Winslow,2007,16,13,1,13,NA,NA,NA,NA,NA,0,0,0,5.125,69.125,0.3125,0,0,0,10.18,10,0
00-0022922,Kellen Winslow,2008,10,13,1,13,NA,NA,NA,NA,NA,0,0,0,4.3,42.8,0.3,0,0,0,12.25625,16,0
00-0022922,Kellen Winslow,2009,16,13,1,13,NA,NA,NA,NA,NA,0.0625,0.4375,0,4.8125,55.25,0.3125,0,0,0,10.5625,16,0
00-0022922,Kellen Winslow,2010,16,13,1,13,NA,NA,NA,NA,NA,0,0,0,4.125,45.625,0.3125,0,0,0,10.33125,16,0
00-0022922,Kellen Winslow,2011,16,13,1,13,NA,NA,NA,NA,NA,0,0,0,4.6875,47.6875,0.125,0,0,0,2.2,1,0
00-0022922,Kellen Winslow,2012,1,13,1,13,NA,NA,NA,NA,NA,0,0,0,1,12,0,0,0,0,6.81666666666667,12,0
00-0022943,Benjamin Watson,2004,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,16,0,0,0,0,6.79285714285714,14,0
00-0022943,Benjamin Watson,2005,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.07142857142857,31.5,0.285714285714286,0,0,0,10.1307692307692,13,0
00-0022943,Benjamin Watson,2006,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.84615384615385,50.5384615384615,0.230769230769231,0.0769230769230769,0,0,9.33333333333333,12,0
00-0022943,Benjamin Watson,2007,12,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,0.916666666666667,0,3,32.4166666666667,0.5,0,0,0,4.40833333333333,12,0
00-0022943,Benjamin Watson,2008,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.83333333333333,17.4166666666667,0.166666666666667,0,0,0,7.64615384615385,13,0
00-0022943,Benjamin Watson,2009,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.23076923076923,31.0769230769231,0.384615384615385,0,0,0,10.1375,16,0
00-0022943,Benjamin Watson,2010,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,-0.0625,0,4.25,47.6875,0.1875,0,0,0,6.92307692307692,13,0
00-0022943,Benjamin Watson,2011,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.84615384615385,31.5384615384615,0.153846153846154,0,0,0,7.31875,16,0
00-0022943,Benjamin Watson,2012,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.0625,31.3125,0.1875,0,0,0,3.82857142857143,14,0
00-0022943,Benjamin Watson,2013,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.35714285714286,16.1428571428571,0.142857142857143,0,0,0,3.04,15,0
00-0022943,Benjamin Watson,2014,15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.33333333333333,9.06666666666667,0.133333333333333,0,0,0,11.90625,16,0
00-0022943,Benjamin Watson,2017,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.8125,32.625,0.25,0,0,0,6.69230769230769,13,0
00-0022943,Benjamin Watson,2018,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.69230769230769,30.7692307692308,0.153846153846154,0,0,0,3.81111111111111,9,0
00-0023108,Stephen Spach,2008,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4,3,0,0.2,0,0,1.3,6,0
00-0023108,Stephen Spach,2009,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.666666666666667,6.33333333333333,0,0,0,0,1,11,0
00-0023108,Stephen Spach,2010,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.636363636363636,3.63636363636364,0,0,0,0,0.733333333333333,3,0
00-0023179,Tony Curtis,2007,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.375,2.25,0.375,0,0,0,1.6,7,0
00-0023210,Tory Humphrey,2008,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.375,20.25,0,0,0,0,1.7,1,0
00-0023210,Tory Humphrey,2009,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7,0,0,0,0,1.1,2,0
00-0023217,Adam Bergen,2005,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,19.2857142857143,0.0714285714285714,0.0714285714285714,0,0,4.01428571428571,7,0
00-0023218,John Bronson,2005,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3.5,1,0
00-0023465,Heath Miller,2005,14,30,1,30,77,256,18,1,93,0,0,0,2.78571428571429,32.7857142857143,0.428571428571429,0.0714285714285714,0,0,7.37857142857143,14,0
00-0023465,Heath Miller,2006,14,30,1,30,77,256,18,1,93,0,0,0,2.42857142857143,28.0714285714286,0.357142857142857,0.0714285714285714,0,0,9.1,16,0
00-0023465,Heath Miller,2007,16,30,1,30,77,256,18,1,93,0,0,0,2.9375,35.375,0.4375,0.0625,0,0,8.87692307692308,13,0
00-0023465,Heath Miller,2008,13,30,1,30,77,256,18,1,93,0,0,0,3.69230769230769,39.5384615384615,0.230769230769231,0,0,0,11.93125,16,0
00-0023465,Heath Miller,2009,16,30,1,30,77,256,18,1,93,0,0,0,4.75,49.3125,0.375,0,0,0,7.37142857142857,14,0
00-0023465,Heath Miller,2010,14,30,1,30,77,256,18,1,93,0,0,0,3,36.5714285714286,0.142857142857143,0,0,0,7.79375,16,0
00-0023465,Heath Miller,2011,16,30,1,30,77,256,18,1,93,0.0625,0.375,0,3.1875,39.4375,0.125,0,0,0,13.5066666666667,15,0
00-0023465,Heath Miller,2012,15,30,1,30,77,256,18,1,93,0,0,0,4.73333333333333,54.4,0.533333333333333,0,0,0,8.66428571428571,14,0
00-0023465,Heath Miller,2013,14,30,1,30,77,256,18,1,93,0,0,0,4.14285714285714,42.3571428571429,0.0714285714285714,0,0,0,10.00625,16,0
00-0023465,Heath Miller,2014,16,30,1,30,77,256,18,1,93,0,0,0,4.125,47.5625,0.1875,0,0,0,8.51333333333333,15,0
00-0023506,Alex Smith,2005,16,71,3,7,76,258,60,2,83,0,0,0,2.5625,22.9375,0.125,0,0,0,5.84615384615385,13,0
00-0023506,Alex Smith,2006,13,71,3,7,76,258,60,2,83,0,0,0,2.69230769230769,19.2307692307692,0.230769230769231,0,0,0,6.80769230769231,13,0
00-0023506,Alex Smith,2007,13,71,3,7,76,258,60,2,83,0,0,0,2.46153846153846,29.6153846153846,0.230769230769231,0.0769230769230769,0,0,6,11,0
00-0023506,Alex Smith,2008,11,71,3,7,76,258,60,2,83,0,0,0,1.90909090909091,22.7272727272727,0.272727272727273,0,0,0,0.916666666666667,6,0
00-0023506,Alex Smith,2009,6,71,3,7,76,258,60,2,83,0,0,0,0.5,4.16666666666667,0,0,0,0,1.6,1,0
00-0023506,Alex Smith,2010,1,71,3,7,76,258,60,2,83,0,0,0,1,6,0,0,0,0,3.31,10,0
00-0023506,Alex Smith,2011,10,71,3,7,76,258,60,2,83,0,0,0,1.4,13.1,0.1,0.1,0,0,1.96666666666667,9,0
00-0023506,Alex Smith,2012,9,71,3,7,76,258,60,2,83,0,0,0,1.44444444444444,5.22222222222222,0,0,0,0,1.275,8,0
00-0023521,Kevin Everett,2006,4,86,3,22,76,250,92,4,74,0,0,0,0.25,0.25,0,0,0,0,1.3,1,0
00-0023612,Bo Scaife,2005,13,179,6,5,75,249,216,12,52,0,0,0,2.84615384615385,21,0.153846153846154,0,0,0,6.94166666666667,12,0
00-0023612,Bo Scaife,2006,12,179,6,5,75,249,216,12,52,0.0833333333333333,1.08333333333333,0.0833333333333333,2.41666666666667,30.8333333333333,0.166666666666667,0,0,0,6.00666666666667,15,0
00-0023612,Bo Scaife,2007,15,179,6,5,75,249,216,12,52,0,0,0,3.06666666666667,28.0666666666667,0.0666666666666667,0,0,0,7.8875,16,0
00-0023612,Bo Scaife,2008,16,179,6,5,75,249,216,12,52,0,0,0,3.625,35.125,0.125,0,0,0,7.15384615384615,13,0
00-0023612,Bo Scaife,2009,13,179,6,5,75,249,216,12,52,0,0,0,3.46153846153846,33.8461538461538,0.0769230769230769,0,0,0,6.90769230769231,13,0
00-0023630,Joel Dreessen,2007,8,198,6,24,76,260,80,3,78,0,0,0,0.5,6.875,0.25,0,0,0,1.33571428571429,14,0
00-0023630,Joel Dreessen,2008,14,198,6,24,76,260,80,3,78,0,0,0,0.785714285714286,5.5,0,0.0714285714285714,0,0,4.57142857142857,14,0
00-0023630,Joel Dreessen,2009,14,198,6,24,76,260,80,3,78,0,0,0,1.85714285714286,22.8571428571429,0.0714285714285714,0,0,0,6.8625,16,0
00-0023630,Joel Dreessen,2010,16,198,6,24,76,260,80,3,78,0,0,0,2.25,32.375,0.25,0,0,0,6.20625,16,0
00-0023630,Joel Dreessen,2011,16,198,6,24,76,260,80,3,78,0,0,0,1.75,22.0625,0.375,0,0,0,6.6625,16,0
00-0023630,Joel Dreessen,2012,16,198,6,24,76,260,80,3,78,0,0,0,2.5625,22.25,0.3125,0,0,0,2.52857142857143,7,0
00-0023679,Billy Bajema,2005,9,249,7,35,77,261,200,11,55,0,0,0,0.555555555555556,6,0,0.111111111111111,0,0,0,2,0
00-0023679,Billy Bajema,2006,2,249,7,35,77,261,200,11,55,0,0,0,0,0,0,0,0,0,0,3,0
00-0023679,Billy Bajema,2007,3,249,7,35,77,261,200,11,55,0,0,0,0,0,0,0,0,0,0.771428571428571,7,0
00-0023679,Billy Bajema,2008,7,249,7,35,77,261,200,11,55,0,0,0,0.285714285714286,4.85714285714286,0,0.142857142857143,0,0,1.74,10,0
00-0023679,Billy Bajema,2009,10,249,7,35,77,261,200,11,55,0,0,0,0.8,9.4,0,0,0,0,4.05,10,0
00-0023679,Billy Bajema,2010,10,249,7,35,77,261,200,11,55,0,0,0,1.4,14.5,0.2,0.1,0,0,1.78888888888889,9,0
00-0023679,Billy Bajema,2011,9,249,7,35,77,261,200,11,55,0,0,0,1,7.88888888888889,0,0,0,0,0,3,0
00-0023679,Billy Bajema,2012,3,249,7,35,77,261,200,11,55,0,0,0,0,0,0,0,0,0,1.26666666666667,3,0
00-0023752,Daniel Fells,2008,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.16666666666667,13.5,0,0,0,0,4.59285714285714,14,0
00-0023752,Daniel Fells,2009,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,19.5,0.214285714285714,0,0,0,5.75625,16,0
00-0023752,Daniel Fells,2010,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.5625,24.4375,0.125,0,0,0,4.04,15,0
00-0023752,Daniel Fells,2011,15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.26666666666667,17.0666666666667,0.2,0,0,0,1.78571428571429,7,0
00-0023752,Daniel Fells,2014,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.23076923076923,14.4615384615385,0.307692307692308,0,0,0,6,2,0
00-0023784,Greg Estandia,2007,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.28571428571429,19.4285714285714,0,0,0,0,2.36666666666667,9,0
00-0023784,Greg Estandia,2008,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.11111111111111,12.5555555555556,0,0,0,0,1.41666666666667,6,0
00-0023788,Buck Ortega,2008,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.2,0.6,0,0,0,0,0,1,0
00-0023797,Darcy Johnson,2008,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,5.75,0.25,0,0,0,1.64,5,0
00-0023797,Darcy Johnson,2009,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6.4,0,0,0,0,0,3,0
00-0023871,Sean Conover,2006,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
00-0023897,John Madsen,2006,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.22222222222222,16.2222222222222,0.111111111111111,0,0,0,4.84,5,0
00-0024221,Vernon Davis,2006,8,6,1,6,75,254,6,1,97,0.25,0.625,0,2.5,33.125,0.375,0.125,0,0,8.92142857142857,14,0
00-0024221,Vernon Davis,2007,14,6,1,6,75,254,6,1,97,0,0,0,3.71428571428571,36.3571428571429,0.285714285714286,0.0714285714285714,0,0,5.56428571428571,14,0
00-0024221,Vernon Davis,2008,14,6,1,6,75,254,6,1,97,0.0714285714285714,0.785714285714286,0,2.21428571428571,25.5714285714286,0.142857142857143,0.0714285714285714,0,0,15.78125,16,0
