player_id,player_display_name,season,games,overall,round,pick,height,weight,pre_draft_ranking,pre_draft_position_ranking,pre_draft_grade,carries_pg,rushing_yards_pg,rushing_tds_pg,receptions_pg,receiving_yards_pg,receiving_tds_pg,fumble_recovery_own_pg,rushing_fumbles_lost_pg,rushing_fumbles_pg,target_fp_ppr,target_games,college_flag
00-0027985,Lance Kendricks,2012,16,47,2,15,75,243,62,2,81,0,0,0,2.625,32.4375,0.25,0.0625,0,0,5.84285714285714,14,0
00-0027985,Lance Kendricks,2013,14,47,2,15,75,243,62,2,81,0,0,0,2.28571428571429,18.4285714285714,0.285714285714286,0,0,0,5.18125,16,0
00-0027985,Lance Kendricks,2014,16,47,2,15,75,243,62,2,81,0,0,0,1.6875,16.1875,0.3125,0,0,0,4.39285714285714,14,0
00-0027985,Lance Kendricks,2015,14,47,2,15,75,243,62,2,81,0,0,0,1.78571428571429,17.5,0.142857142857143,0,0,0,6.86875,16,0
00-0027985,Lance Kendricks,2016,16,47,2,15,75,243,62,2,81,0,0,0,3.125,31.1875,0.125,0,0,0,3.16428571428571,14,0
00-0027985,Lance Kendricks,2017,14,47,2,15,75,243,62,2,81,0,0,0,1.28571428571429,14.5,0.0714285714285714,0,0,0,3,14,0
00-0027985,Lance Kendricks,2018,14,47,2,15,75,243,62,2,81,0,0,0,1.35714285714286,12.1428571428571,0.0714285714285714,0.0714285714285714,0,0,2,4,0
00-0028007,Rob Housler,2011,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.33333333333333,14.7777777777778,0,0,0,0,5.78,15,0
00-0028007,Rob Housler,2012,15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,27.8,0,0,0,0,6.95384615384615,13,0
00-0028007,Rob Housler,2013,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,34.9230769230769,0.0769230769230769,0,0,0,1.69230769230769,13,0
00-0028007,Rob Housler,2014,13,NA,NA,NA,NA,NA,NA,NA,NA,0.0769230769230769,0.0769230769230769,0,0.692307692307692,9.92307692307692,0,0,0,0,1.46,5,0
00-0028040,Jordan Cameron,2011,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.2,6.6,0,0,0,0,3.47142857142857,14,0
00-0028040,Jordan Cameron,2012,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.42857142857143,16.1428571428571,0.0714285714285714,0,0,0,14.2466666666667,15,0
00-0028040,Jordan Cameron,2013,15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.33333333333333,61.1333333333333,0.466666666666667,0,0,0,7.84,10,0
00-0028040,Jordan Cameron,2014,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.4,42.4,0.2,0,0,0,5.725,16,0
00-0028040,Jordan Cameron,2015,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.1875,24.125,0.1875,0.0625,0,0,6.66666666666667,3,0
00-0028042,Luke Stocker,2011,9,104,4,7,77,258,91,4,74,0,0,0,1.33333333333333,10.2222222222222,0,0,0,0,2.96153846153846,13,0
00-0028042,Luke Stocker,2014,7,104,4,7,77,258,91,4,74,0,0,0,1,5.85714285714286,0,0,0,0,2.6375,8,0
00-0028042,Luke Stocker,2015,8,104,4,7,77,258,91,4,74,0,0,0,1.125,7.625,0.125,0.125,0,0,1.21666666666667,6,0
00-0028042,Luke Stocker,2016,6,104,4,7,77,258,91,4,74,0,0,0,0.833333333333333,3.83333333333333,0,0,0,0,2.6,5,0
00-0028042,Luke Stocker,2017,5,104,4,7,77,258,91,4,74,0,0,0,0.8,6,0.2,0,0,0,3.625,12,0
00-0028042,Luke Stocker,2018,12,104,4,7,77,258,91,4,74,0.0833333333333333,0,0,1.25,13.75,0.166666666666667,0,0,0,1.10833333333333,12,0
00-0028042,Luke Stocker,2019,12,104,4,7,77,258,91,4,74,0,0,0,0.666666666666667,4.41666666666667,0,0,0,0,1.20909090909091,11,0
00-0028042,Luke Stocker,2020,11,104,4,7,77,258,91,4,74,0,0,0,0.636363636363636,5.72727272727273,0,0,0,0,0.533333333333333,6,0
00-0028067,Julius Thomas,2013,17,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.88235294117647,57.4117647058824,0.705882352941177,0,0,0,13.4769230769231,13,0
00-0028067,Julius Thomas,2014,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.76923076923077,41.6923076923077,0.923076923076923,0,0,0,10.125,12,0
00-0028067,Julius Thomas,2015,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.83333333333333,37.9166666666667,0.416666666666667,0,0,0,9.12222222222222,9,0
00-0028067,Julius Thomas,2016,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.33333333333333,31.2222222222222,0.444444444444444,0,0,0,6.98571428571429,14,0
00-0028079,D.J. Williams,2011,6,141,5,10,74,245,145,7,62,0,0,0,0.333333333333333,2.16666666666667,0,0,0,0,1.27,10,0
00-0028079,D.J. Williams,2012,10,141,5,10,74,245,145,7,62,0,0,0,0.7,5.7,0,0,0,0,0,4,0
00-0028093,Niles Paul,2011,9,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,0.777777777777778,0,0.222222222222222,2.77777777777778,0,0,0,0,2.07857142857143,14,0
00-0028093,Niles Paul,2012,14,NA,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,-0.0714285714285714,0,0.571428571428571,10.8571428571429,0.0714285714285714,0,0,0,0.7,13,0
00-0028093,Niles Paul,2013,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.307692307692308,3.92307692307692,0,0.0769230769230769,0,0,5.85625,16,0
00-0028093,Niles Paul,2016,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,6.75,0,0,0,0,2.07272727272727,11,0
00-0028093,Niles Paul,2017,11,NA,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,0.363636363636364,0,1.18181818181818,8.54545454545454,0,0,0,0,3.25,6,0
00-0028097,Lee Smith,2011,4,159,5,28,78,266,155,8,59,0,0,0,1,2.75,0,0,0,0,1.92222222222222,9,0
00-0028097,Lee Smith,2012,9,159,5,28,78,266,155,8,59,0,0,0,0.444444444444444,1.44444444444444,0.222222222222222,0,0,0,1.42222222222222,9,0
00-0028097,Lee Smith,2013,9,159,5,28,78,266,155,8,59,0,0,0,0.555555555555556,8.66666666666667,0,0,0,0,2.15,8,0
00-0028097,Lee Smith,2014,8,159,5,28,78,266,155,8,59,0,0,0,0.875,5.25,0.125,0,0,0,1.92307692307692,13,0
00-0028097,Lee Smith,2015,13,159,5,28,78,266,155,8,59,0,0,0,0.923076923076923,5.38461538461539,0.0769230769230769,0,0,0,2.225,4,0
00-0028097,Lee Smith,2016,4,159,5,28,78,266,155,8,59,0,0,0,1.5,7.25,0,0,0,0,1.56,10,0
00-0028097,Lee Smith,2017,10,159,5,28,78,266,155,8,59,0,0,0,0.8,7.6,0,0,0,0,3.92222222222222,9,0
00-0028097,Lee Smith,2018,9,159,5,28,78,266,155,8,59,0,0,0,1.11111111111111,8.11111111111111,0.333333333333333,0,0,0,1.65555555555556,9,0
00-0028097,Lee Smith,2019,9,159,5,28,78,266,155,8,59,0,0,0,0.555555555555556,4.33333333333333,0.111111111111111,0,0,0,3.9,5,0
00-0028097,Lee Smith,2020,5,159,5,28,78,266,155,8,59,0,0,0,0.8,7,0.4,0,0,0,2.15,10,0
00-0028112,Charles Clay,2011,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.23076923076923,17.9230769230769,0.230769230769231,0,0,0,3.93846153846154,13,0
00-0028112,Charles Clay,2012,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.38461538461538,16.3076923076923,0.153846153846154,0,0,0,11.775,16,0
00-0028112,Charles Clay,2013,16,NA,NA,NA,NA,NA,NA,NA,NA,0.4375,0.9375,0.0625,4.3125,47.4375,0.375,0,0,0,9.75,14,0
00-0028112,Charles Clay,2014,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.14285714285714,43.2142857142857,0.214285714285714,0.142857142857143,0,0,9.36923076923077,13,0
00-0028112,Charles Clay,2015,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.92307692307692,40.6153846153846,0.230769230769231,0.0769230769230769,0,0,9.08,15,0
00-0028112,Charles Clay,2016,15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.8,36.8,0.266666666666667,0,0,0,8.66428571428571,14,0
00-0028112,Charles Clay,2017,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.71428571428571,40.9285714285714,0.142857142857143,0,0,0,3.4,11,0
00-0028112,Charles Clay,2018,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.90909090909091,16.7272727272727,0,0,0,0,3.18,15,0
00-0028119,Richard Gordon,2011,8,181,6,16,75,262,NA,31,30,0,0,0,0.125,0.25,0,0,0,0,0.988888888888889,9,0
00-0028119,Richard Gordon,2012,9,181,6,16,75,262,NA,31,30,0,0,0,0.222222222222222,1,0.111111111111111,0,0,0,1.3,1,0
00-0028119,Richard Gordon,2013,1,181,6,16,75,262,NA,31,30,0,0,0,1,3,0,0,0,0,0,3,0
00-0028142,Virgil Green,2011,8,204,7,1,75,249,79,3,77,0,0,0,0.375,3,0,0,0,0,2.26,5,0
00-0028142,Virgil Green,2012,5,204,7,1,75,249,79,3,77,0,0,0,1,12.6,0,0,0,0,1.1,14,0
00-0028142,Virgil Green,2013,14,204,7,1,75,249,79,3,77,0.0714285714285714,0.428571428571429,0,0.714285714285714,3.42857142857143,0,0,0,0,2.11,10,0
00-0028142,Virgil Green,2014,10,204,7,1,75,249,79,3,77,0.2,0.3,0,0.7,7.8,0.1,0,0,0,2.58,15,0
00-0028142,Virgil Green,2015,15,204,7,1,75,249,79,3,77,0,0,0,0.933333333333333,12.4666666666667,0.0666666666666667,0,0,0,5.17,10,0
00-0028142,Virgil Green,2016,10,204,7,1,75,249,79,3,77,0,0,0,2.2,23.7,0.1,0,0,0,3.55454545454545,11,0
00-0028142,Virgil Green,2017,11,204,7,1,75,249,79,3,77,0,0,0,1.27272727272727,17.3636363636364,0.0909090909090909,0,0,0,3.30625,16,0
00-0028142,Virgil Green,2018,16,204,7,1,75,249,79,3,77,0,0,0,1.3125,13.6875,0.125,0,0,0,1.9,12,0
00-0028142,Virgil Green,2019,12,204,7,1,75,249,79,3,77,0,0,0,0.75,6.5,0.0833333333333333,0,0,0,2.8,5,0
00-0028156,Ryan Taylor,2011,10,218,7,15,NA,NA,NA,NA,NA,0,0,0,0.1,0.4,0.1,0,0,0,0.442857142857143,7,0
00-0028156,Ryan Taylor,2012,7,218,7,15,NA,NA,NA,NA,NA,0,0,0,0.285714285714286,1.57142857142857,0,0,0,0,1,9,0
00-0028156,Ryan Taylor,2013,9,218,7,15,NA,NA,NA,NA,NA,0,0,0,0.666666666666667,3.33333333333333,0,0.111111111111111,0,0,0,3,0
00-0028179,David Ausberry,2011,9,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,-0.222222222222222,0,0.222222222222222,1.55555555555556,0,0.111111111111111,0,0,1.47272727272727,11,0
00-0028238,Konrad Reuland,2012,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7.54545454545455,0,0,0,0,0.425,4,0
00-0028267,Allen Reisner,2011,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,2.5,0,0,0,0,2.3,1,0
00-0028267,Allen Reisner,2012,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,13,0,0,0,0,2.25,4,0
00-0028270,Weslye Saunders,2011,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,3.625,0.125,0,0,0,1.16666666666667,3,0
00-0028270,Weslye Saunders,2012,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.666666666666667,5,0,0,0,0,1.43333333333333,6,0
00-0028337,Kyle Adams,2011,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.888888888888889,9,0
00-0028337,Kyle Adams,2012,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.444444444444444,4.44444444444444,0,0,0,0,0,1,0
00-0028522,Mike Higgins,2011,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.666666666666667,4.66666666666667,0,0,0,0,0.35,2,0
00-0028651,Mike McNeill,2012,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.8,6.2,0,0,0,0,1.5,1,0
00-0028838,Larry Donnell,2013,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.375,3.875,0,0,0,0,9.58125,16,0
00-0028838,Larry Donnell,2014,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.9375,38.9375,0.375,0,0,0,7.9125,8,0
00-0028838,Larry Donnell,2015,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.625,27.875,0.25,0.125,0,0,4.02857142857143,7,0
00-0028903,Garrett Celek,2012,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.8,10.2,0,0,0,0,1.23333333333333,6,0
00-0028903,Garrett Celek,2013,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,7.33333333333333,0,0,0,0,3.65,2,0
00-0028903,Garrett Celek,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,26.5,0,0,0,0,5.56,10,0
00-0028903,Garrett Celek,2015,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.9,18.6,0.3,0.1,0,0,5.71428571428571,14,0
00-0028903,Garrett Celek,2016,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.07142857142857,25,0.214285714285714,0,0,0,5.61428571428571,14,0
00-0028903,Garrett Celek,2017,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,24,0.285714285714286,0,0,0,3.25,8,0
00-0028903,Garrett Celek,2018,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.625,11.25,0.25,0,0,0,0,3,0
00-0028958,Cory Harkey,2012,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.25,5.25,0,0,0,0,3.63,10,0
00-0028958,Cory Harkey,2013,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.3,11.3,0.2,0,0,0,1.95454545454545,11,0
00-0028958,Cory Harkey,2014,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.727272727272727,5,0.0909090909090909,0.0909090909090909,0,0,0.844444444444444,9,0
00-0028958,Cory Harkey,2015,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.555555555555556,2.88888888888889,0,0,0,0,0,1,0
00-0028987,Phillip Supernaw,2014,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,10,0,0,0,0,0.42,10,0
00-0028987,Phillip Supernaw,2015,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.3,3.2,0,0,0,0,1.45714285714286,7,0
00-0028987,Phillip Supernaw,2016,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.571428571428571,8.85714285714286,0,0,0,0,1.39,10,0
00-0028994,Dominique Jones,2012,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,4,0,0,0,0,2.7,2,0
00-0029091,Bradley Sowell,2012,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4,0
00-0029091,Bradley Sowell,2016,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4,0
00-0029091,Bradley Sowell,2017,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3.6,2,0
00-0029119,Derek Carrier,2014,7,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,0.285714285714286,0,1.28571428571429,15,0,0.142857142857143,0,0,3.09166666666667,12,0
00-0029119,Derek Carrier,2015,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.41666666666667,11.75,0.0833333333333333,0,0,0,1,3,0
00-0029119,Derek Carrier,2016,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.666666666666667,3.33333333333333,0,0,0,0,1.67777777777778,9,0
00-0029119,Derek Carrier,2017,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.888888888888889,7.88888888888889,0,0,0,0,1.97,10,0
00-0029119,Derek Carrier,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.7,6.7,0.1,0,0,0,2.95454545454545,11,0
00-0029119,Derek Carrier,2019,11,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,2.45454545454545,0,1.18181818181818,9.81818181818182,0.0909090909090909,0,0,0,0.4,6,0
00-0029119,Derek Carrier,2020,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.166666666666667,2.33333333333333,0,0,0,0,1.65,2,0
00-0029218,David Paulson,2012,10,240,7,33,75,246,NA,16,30,0,0,0,0.7,5.1,0,0,0,0,2.84,5,0
00-0029275,Ladarius Green,2012,2,110,4,15,78,238,117,5,66,0,0,0,2,28,0,0,0,0,5.48125,16,0
00-0029275,Ladarius Green,2013,16,110,4,15,78,238,117,5,66,0,0,0,1.375,26.0625,0.25,0,0,0,4.16,10,0
00-0029275,Ladarius Green,2014,10,110,4,15,78,238,117,5,66,0,0,0,1.9,22.6,0,0,0,0,8.3,13,0
00-0029275,Ladarius Green,2015,13,110,4,15,78,238,117,5,66,0,0,0,2.84615384615385,33,0.307692307692308,0,0,0,9.06666666666667,6,0
00-0029276,Evan Rodriguez,2012,7,111,4,16,74,239,222,8,41,0,0,0,0.571428571428571,3,0,0,0,0,0,3,0
00-0029308,Greg Scruggs,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
00-0029391,Sean McGrath,2016,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.222222222222222,2.77777777777778,0,0.111111111111111,0,0,1.72,5,0
00-0029414,Orson Charles,2012,12,116,4,21,75,251,83,3,73,0,0,0,0.666666666666667,8.41666666666667,0,0,0,0,0.257142857142857,7,0
00-0029414,Orson Charles,2016,1,116,4,21,75,251,83,3,73,0,0,0,0,0,0,0,0,0,1.825,4,0
00-0029414,Orson Charles,2017,4,116,4,21,75,251,83,3,73,0,0,0,0.5,13.25,0,0.25,0,0,0.53,10,0
00-0029432,Chase Ford,2013,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.375,16.625,0,0,0,0,5.48,10,0
00-0029534,Cooper Helfet,2014,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.33333333333333,20.5555555555556,0.222222222222222,0,0,0,3.71428571428571,7,0
00-0029587,Rhett Ellison,2012,13,128,4,33,77,251,162,1,55,0,0,0,0.538461538461538,5,0,0,0,0,2.44285714285714,7,0
00-0029587,Rhett Ellison,2013,7,128,4,33,77,251,162,1,55,0,0,0,0.714285714285714,8.71428571428571,0.142857142857143,0,0,0,3.41428571428571,14,0
00-0029587,Rhett Ellison,2014,14,128,4,33,77,251,162,1,55,0,0,0,1.35714285714286,14.8571428571429,0.0714285714285714,0,0,0,2.45,12,0
00-0029587,Rhett Ellison,2015,12,128,4,33,77,251,162,1,55,0,0,0,0.916666666666667,10.3333333333333,0.0833333333333333,0,0,0,1.89090909090909,11,0
00-0029587,Rhett Ellison,2016,11,128,4,33,77,251,162,1,55,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.818181818181818,5.18181818181818,0,0,0,0,4.25,14,0
00-0029587,Rhett Ellison,2017,14,128,4,33,77,251,162,1,55,0,0,0,1.71428571428571,16.7857142857143,0.142857142857143,0,0,0,4.63076923076923,13,0
00-0029587,Rhett Ellison,2018,13,128,4,33,77,251,162,1,55,0,0,0,1.92307692307692,20.9230769230769,0.0769230769230769,0,0,0,4.07,10,0
00-0029590,Taylor Thompson,2012,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.545454545454545,4.18181818181818,0,0,0,0,1.14444444444444,9,0
00-0029590,Taylor Thompson,2013,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.333333333333333,1.44444444444444,0.111111111111111,0,0,0,1.46666666666667,3,0
00-0029601,Brandon Bostick,2013,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,17.1428571428571,0.142857142857143,0,0,0,1.0375,8,0
00-0029634,James Hanna,2012,9,186,6,16,76,252,131,6,63,0,0,0,0.888888888888889,9.55555555555556,0,0.111111111111111,0,0,1.93,10,0
00-0029634,James Hanna,2013,10,186,6,16,76,252,131,6,63,0,0,0,1.2,7.3,0,0,0,0,0.8,11,0
00-0029634,James Hanna,2014,11,186,6,16,76,252,131,6,63,0,0,0,0.363636363636364,4.36363636363636,0,0,0,0,1.69,10,0
00-0029689,Dwayne Allen,2012,16,64,3,1,75,255,55,2,83,0.1875,0.3125,0,3.0625,35.75,0.1875,0.125,0,0,9,1,0
00-0029689,Dwayne Allen,2013,1,64,3,1,75,255,55,2,83,0,0,0,1,20,1,0,0,0,9.5,15,0
00-0029689,Dwayne Allen,2014,15,64,3,1,75,255,55,2,83,0,0,0,2.66666666666667,32.3333333333333,0.6,0.0666666666666667,0,0,2.53846153846154,13,0
00-0029689,Dwayne Allen,2015,13,64,3,1,75,255,55,2,83,0.0769230769230769,0.0769230769230769,0,1.23076923076923,8.38461538461539,0.0769230769230769,0,0,0,8.11428571428571,14,0
00-0029689,Dwayne Allen,2016,14,64,3,1,75,255,55,2,83,0,0,0,2.5,29,0.428571428571429,0,0,0,2.05,12,0
00-0029689,Dwayne Allen,2017,12,64,3,1,75,255,55,2,83,0,0,0,0.833333333333333,7.16666666666667,0.0833333333333333,0.0833333333333333,0,0,1.425,4,0
00-0029697,Coby Fleener,2012,13,34,2,2,78,247,30,1,89,0,0,0,2.23076923076923,23.5384615384615,0.153846153846154,0.0769230769230769,0,0,9.43333333333333,18,0
00-0029697,Coby Fleener,2013,18,34,2,2,78,247,30,1,89,0,0,0,3.5,40.4444444444444,0.277777777777778,0,0,0,10.1631578947368,19,0
00-0029697,Coby Fleener,2014,19,34,2,2,78,247,30,1,89,0,0,0,3.05263157894737,45.8421052631579,0.421052631578947,0,0,0,8.20666666666667,15,0
00-0029697,Coby Fleener,2015,15,34,2,2,78,247,30,1,89,0,0,0,3.6,32.7333333333333,0.2,0,0,0,8.58125,16,0
00-0029697,Coby Fleener,2016,16,34,2,2,78,247,30,1,89,0.0625,0.125,0.0625,3.125,39.4375,0.1875,0.0625,0,0,5.77272727272727,11,0
00-0029738,Darren Fells,2014,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.857142857142857,10.2857142857143,0.142857142857143,0,0,0,6.07857142857143,14,0
00-0029738,Darren Fells,2015,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.78571428571429,25.7857142857143,0.285714285714286,0,0,0,3.93333333333333,9,0
00-0029738,Darren Fells,2016,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.55555555555556,17.1111111111111,0.111111111111111,0,0,0,3.76428571428571,14,0
00-0029738,Darren Fells,2017,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.21428571428571,12.6428571428571,0.214285714285714,0,0,0,4.07,10,0
00-0029738,Darren Fells,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.1,11.7,0.3,0,0,0,7.58823529411765,17,0
00-0029738,Darren Fells,2019,17,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.41176470588235,23.5294117647059,0.470588235294118,0,0,0,6.35,12,0
00-0029738,Darren Fells,2020,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.75,26,0.333333333333333,0,0,0,2.76666666666667,3,0
00-0029740,Ifeanyi Momah,2016,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4,10,0,0,0,0,0.933333333333333,6,0
00-0029755,Brian Leonhardt,2014,8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.75,4.375,0.125,0,0,0,1.4,1,0
00-0029793,Brandon Williams,2013,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.84,10,0
00-0029793,Brandon Williams,2014,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4,4.4,0,0,0,0,0,1,0
00-0029793,Brandon Williams,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.8,7,0
00-0029793,Brandon Williams,2016,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.285714285714286,5.14285714285714,0,0,0,0,2.51,10,0
00-0029878,MarQueis Gray,2013,8,NA,NA,NA,NA,NA,NA,NA,NA,0.75,5.375,0,0.25,1,0,0,0,0,2.48888888888889,9,0
00-0029878,MarQueis Gray,2014,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,14.8888888888889,0,0,0,0,1.2,1,0
00-0029878,MarQueis Gray,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,0,0,0,3.14,10,0
00-0029878,MarQueis Gray,2016,10,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.4,17.4,0,0.1,0,0,0.485714285714286,7,0
00-0029883,Joseph Fauria,2013,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.38461538461538,15.9230769230769,0.538461538461538,0,0,0,3.56666666666667,6,0
00-0029910,Timothy Wright,2013,14,NA,NA,NA,NA,NA,NA,NA,NA,0.0714285714285714,0.142857142857143,0,3.85714285714286,40.7857142857143,0.357142857142857,0,0,0,6.74615384615385,13,0
00-0029910,Timothy Wright,2014,13,NA,NA,NA,NA,NA,NA,NA,NA,0.0769230769230769,-0.153846153846154,0,2,19.9230769230769,0.461538461538462,0,0,0,3.5875,8,0
00-0029999,Zach Sudfeld,2013,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,12.6,0,0,0,0,1.03846153846154,13,0
00-0030049,Chris Gragg,2013,2,222,7,16,75,244,150,8,60,0,0,0,2.5,26.5,0.5,0,0,0,2.96666666666667,6,0
00-0030049,Chris Gragg,2014,6,222,7,16,75,244,150,8,60,0,0,0,1.16666666666667,8,0.166666666666667,0,0,0,3.85714285714286,7,0
00-0030061,Zach Ertz,2013,16,35,2,3,77,249,35,2,88,0,0,0,2.4375,30.6875,0.3125,0,0,0,9.0125,16,0
00-0030061,Zach Ertz,2014,16,35,2,3,77,249,35,2,88,0,0,0,3.625,43.875,0.1875,0,0,0,11.3533333333333,15,0
00-0030061,Zach Ertz,2015,15,35,2,3,77,249,35,2,88,0,0,0,5,56.8666666666667,0.133333333333333,0,0,0,13.1142857142857,14,0
00-0030061,Zach Ertz,2016,14,35,2,3,77,249,35,2,88,0,0,0,5.57142857142857,58.2857142857143,0.285714285714286,0,0,0,14.4470588235294,17,0
00-0030061,Zach Ertz,2017,17,35,2,3,77,249,35,2,88,0,0,0,5.41176470588235,59.7647058823529,0.529411764705882,0,0,0,16.6944444444444,18,0
00-0030061,Zach Ertz,2018,18,35,2,3,77,249,35,2,88,0,0,0,7,70.2777777777778,0.444444444444444,0,0,0,13.875,16,0
00-0030061,Zach Ertz,2019,16,35,2,3,77,249,35,2,88,0,0,0,5.625,60,0.375,0,0,0,7.04545454545454,11,0
00-0030061,Zach Ertz,2020,11,35,2,3,77,249,35,2,88,0,0,0,3.27272727272727,30.4545454545455,0.0909090909090909,0,0,0,10.3222222222222,18,0
00-0030061,Zach Ertz,2021,18,35,2,3,77,249,35,2,88,0.0555555555555556,0.222222222222222,0,4.27777777777778,43.5555555555556,0.277777777777778,0,0,0,11.56,10,0
